#       [nm]       bulge  elliptical          s0          sa          sb          sc         avg
     307.912 3.78482e-15 3.42047e-15 7.60782e-15 1.05019e-14 1.31503e-14 1.13666e-13 2.53552e-14
     308.132 3.76689e-15 3.31459e-15 7.61306e-15 1.03144e-14 1.31957e-14 1.02567e-13 2.34620e-14
     308.352 3.72255e-15 3.21193e-15 7.58430e-15 9.83192e-15 1.27150e-14 8.66615e-14 2.06212e-14
     308.571 3.67770e-15 3.05040e-15 7.45525e-15 9.47170e-15 1.25165e-14 7.62270e-14 1.87331e-14
     308.791 3.63178e-15 2.76652e-15 7.11782e-15 9.36534e-15 1.29038e-14 7.71533e-14 1.88231e-14
     309.011 3.58993e-15 2.50958e-15 6.78549e-15 9.27026e-15 1.33150e-14 7.83483e-14 1.89698e-14
     309.231 3.62554e-15 2.76491e-15 6.55002e-15 9.38965e-15 1.41799e-14 8.46501e-14 2.01934e-14
     309.451 3.66115e-15 3.02024e-15 6.31455e-15 9.50905e-15 1.50449e-14 9.09519e-14 2.14170e-14
     309.670 3.39173e-15 3.42041e-15 6.20017e-15 9.51983e-15 1.46358e-14 8.82698e-14 2.09063e-14
     309.890 3.03373e-15 3.86270e-15 6.12093e-15 9.49908e-15 1.38569e-14 8.29794e-14 1.98921e-14
     310.110 3.14444e-15 4.11236e-15 6.10780e-15 9.70145e-15 1.35645e-14 7.70146e-14 1.89409e-14
     310.330 3.72387e-15 4.16941e-15 6.16077e-15 1.01270e-14 1.37584e-14 7.03754e-14 1.80525e-14
     310.549 4.19455e-15 4.06867e-15 6.26592e-15 1.05165e-14 1.41961e-14 6.55769e-14 1.74698e-14
     310.769 4.29089e-15 3.42425e-15 6.55088e-15 1.07822e-14 1.54737e-14 6.71162e-14 1.79397e-14
     310.989 4.38723e-15 2.77984e-15 6.83584e-15 1.10479e-14 1.67512e-14 6.86556e-14 1.84096e-14
     311.209 4.38834e-15 2.94337e-15 7.23399e-15 1.11626e-14 1.61355e-14 7.99488e-14 2.03021e-14
     311.429 4.38444e-15 3.14941e-15 7.63810e-15 1.12693e-14 1.54200e-14 9.17552e-14 2.22694e-14
     311.648 4.30734e-15 3.40768e-15 7.91964e-15 1.12169e-14 1.40056e-14 9.71740e-14 2.30052e-14
     311.868 4.19499e-15 3.69115e-15 8.14224e-15 1.10879e-14 1.22543e-14 9.95190e-14 2.31483e-14
     312.088 4.11045e-15 3.83041e-15 8.21828e-15 1.09114e-14 1.17470e-14 9.88383e-14 2.29426e-14
     312.308 4.06761e-15 3.75341e-15 8.07453e-15 1.06638e-14 1.31051e-14 9.36202e-14 2.22141e-14
     312.527 4.03755e-15 3.63929e-15 7.94385e-15 1.04451e-14 1.43921e-14 8.82461e-14 2.14507e-14
     312.747 4.09712e-15 3.26532e-15 7.90478e-15 1.04289e-14 1.51803e-14 8.17855e-14 2.04436e-14
     312.967 4.15669e-15 2.89135e-15 7.86572e-15 1.04126e-14 1.59684e-14 7.53248e-14 1.94366e-14
     313.187 4.27987e-15 2.72447e-15 7.90752e-15 1.05538e-14 1.64510e-14 7.72138e-14 1.98551e-14
     313.407 4.41427e-15 2.59411e-15 7.96358e-15 1.07227e-14 1.68796e-14 8.05758e-14 2.05250e-14
     313.626 4.44467e-15 2.61622e-15 7.95342e-15 1.08740e-14 1.83560e-14 7.67914e-14 2.01726e-14
     313.846 4.39822e-15 2.75098e-15 7.89431e-15 1.10122e-14 2.06070e-14 6.77251e-14 1.90646e-14
     314.066 4.34078e-15 2.88198e-15 7.92626e-15 1.10404e-14 2.20654e-14 6.02413e-14 1.80827e-14
     314.286 4.25770e-15 3.00419e-15 8.17058e-15 1.08121e-14 2.16750e-14 5.64496e-14 1.73948e-14
     314.505 4.17543e-15 3.12418e-15 8.41206e-15 1.05887e-14 2.12851e-14 5.30017e-14 1.67645e-14
     314.725 4.12544e-15 3.15701e-15 8.54155e-15 1.05597e-14 2.09196e-14 6.29894e-14 1.83821e-14
     314.945 4.07544e-15 3.18984e-15 8.67104e-15 1.05307e-14 2.05542e-14 7.29772e-14 1.99997e-14
     315.165 4.02044e-15 2.88665e-15 8.56601e-15 1.02736e-14 1.92074e-14 7.98583e-14 2.08020e-14
     315.385 3.96377e-15 2.47156e-15 8.38286e-15 9.94053e-15 1.75337e-14 8.57034e-14 2.13326e-14
     315.604 3.94570e-15 2.25260e-15 8.43710e-15 9.85174e-15 1.69922e-14 8.86485e-14 2.16880e-14
     315.824 3.97030e-15 2.25046e-15 8.75374e-15 1.00329e-14 1.77022e-14 8.83873e-14 2.18495e-14
     316.044 4.00368e-15 2.32248e-15 9.02658e-15 1.01936e-14 1.86503e-14 8.86810e-14 2.21463e-14
     316.264 4.07219e-15 2.69122e-15 9.12439e-15 1.02723e-14 2.05516e-14 9.11946e-14 2.29844e-14
     316.484 4.14069e-15 3.05996e-15 9.22221e-15 1.03509e-14 2.24528e-14 9.37081e-14 2.38225e-14
     316.703 4.18839e-15 3.44200e-15 9.32375e-15 1.02706e-14 2.08201e-14 8.64560e-14 2.24168e-14
     316.923 4.23439e-15 3.82512e-15 9.42560e-15 1.01774e-14 1.89008e-14 7.84122e-14 2.08293e-14
     317.143 4.18483e-15 3.89227e-15 9.69954e-15 1.01017e-14 1.73492e-14 7.81973e-14 2.05708e-14
     317.363 4.08382e-15 3.78935e-15 1.00662e-14 1.00353e-14 1.59952e-14 8.21970e-14 2.10278e-14
     317.582 4.01301e-15 3.62449e-15 1.01186e-14 1.02931e-14 1.54142e-14 8.10045e-14 2.07446e-14
     317.802 3.99252e-15 3.35643e-15 9.64752e-15 1.10909e-14 1.61212e-14 7.11595e-14 1.92280e-14
     318.022 3.96429e-15 3.12711e-15 9.26697e-15 1.17194e-14 1.66819e-14 6.10913e-14 1.76418e-14
     318.242 3.86636e-15 3.24619e-15 9.70097e-15 1.08241e-14 1.59252e-14 4.89997e-14 1.54271e-14
     318.462 3.76843e-15 3.36528e-15 1.01350e-14 9.92872e-15 1.51686e-14 3.69080e-14 1.32123e-14
     318.681 3.97717e-15 3.51542e-15 1.01849e-14 9.67105e-15 1.54470e-14 5.07618e-14 1.55929e-14
     318.901 4.25093e-15 3.67215e-15 1.01533e-14 9.54861e-15 1.59448e-14 7.01173e-14 1.89478e-14
     319.121 4.56812e-15 3.99773e-15 9.91182e-15 9.40037e-15 1.68608e-14 9.75349e-14 2.37123e-14
     319.341 4.92090e-15 4.46150e-15 9.49856e-15 9.23099e-15 1.81191e-14 1.31554e-13 2.96309e-14
     319.560 5.07649e-15 4.89576e-15 9.33004e-15 9.03338e-15 1.91017e-14 1.59373e-13 3.44684e-14
     319.780 4.71243e-15 5.25219e-15 9.80644e-15 8.76137e-15 1.93579e-14 1.70850e-13 3.64567e-14
     320.000 4.34831e-15 5.60866e-15 1.02829e-14 8.48932e-15 1.96142e-14 1.82328e-13 3.84452e-14
     320.220 4.23347e-15 5.63186e-15 8.58540e-15 1.04642e-14 1.60503e-14 1.48977e-13 3.23237e-14
     320.440 4.11862e-15 5.65505e-15 6.88790e-15 1.24391e-14 1.24865e-14 1.15626e-13 2.62022e-14
     320.659 3.99378e-15 5.43810e-15 6.18036e-15 1.19713e-14 1.12529e-14 9.94812e-14 2.30529e-14
     320.879 3.86516e-15 5.13012e-15 5.84821e-15 1.05775e-14 1.09030e-14 8.98617e-14 2.10309e-14
     321.099 3.77471e-15 4.90319e-15 6.00455e-15 9.89936e-15 1.16090e-14 8.46290e-14 2.01366e-14
     321.319 3.73092e-15 4.77535e-15 6.75795e-15 1.00962e-14 1.36056e-14 8.47593e-14 2.06209e-14
     321.538 3.71391e-15 4.88587e-15 7.52074e-15 1.02019e-14 1.53250e-14 8.81254e-14 2.16288e-14
     321.758 3.82311e-15 6.12040e-15 8.32843e-15 9.87847e-15 1.57391e-14 1.06752e-13 2.51069e-14
     321.978 3.93232e-15 7.35493e-15 9.13611e-15 9.55503e-15 1.61531e-14 1.25378e-13 2.85849e-14
     322.198 4.03911e-15 7.80646e-15 9.03033e-15 9.24957e-15 1.55236e-14 1.25928e-13 2.85961e-14
     322.418 4.14563e-15 8.17101e-15 8.82308e-15 8.94611e-15 1.47781e-14 1.24470e-13 2.82223e-14
     322.637 4.12004e-15 7.53818e-15 8.25299e-15 8.80187e-15 1.40134e-14 1.07613e-13 2.50565e-14
     322.857 4.01521e-15 6.30691e-15 7.46513e-15 8.75312e-15 1.32369e-14 8.15145e-14 2.02153e-14
     323.077 3.87127e-15 5.29626e-15 6.68033e-15 8.75140e-15 1.24191e-14 5.94869e-14 1.60842e-14
     323.297 3.65476e-15 4.69536e-15 5.90132e-15 8.83697e-15 1.15243e-14 4.50197e-14 1.32721e-14
     323.516 3.47298e-15 4.15682e-15 5.21719e-15 8.91929e-15 1.07430e-14 3.20496e-14 1.07598e-14
     323.736 3.72001e-15 4.38869e-15 5.70485e-15 8.96134e-15 1.13611e-14 3.75749e-14 1.19518e-14
     323.956 3.96704e-15 4.62057e-15 6.19252e-15 9.00339e-15 1.19793e-14 4.31002e-14 1.31438e-14
     324.176 4.29369e-15 5.13850e-15 6.97959e-15 8.92512e-15 1.23304e-14 5.01198e-14 1.46312e-14
     324.396 4.64020e-15 5.72783e-15 7.84137e-15 8.81679e-15 1.26147e-14 5.75118e-14 1.61921e-14
     324.615 4.84113e-15 6.00332e-15 8.24840e-15 8.85595e-15 1.34887e-14 6.71085e-14 1.80910e-14
     324.835 4.91028e-15 5.99477e-15 8.24386e-15 9.02858e-15 1.48961e-14 7.86992e-14 2.02955e-14
     325.055 5.00177e-15 5.85866e-15 8.15631e-15 9.18190e-15 1.58956e-14 8.67811e-14 2.18126e-14
     325.275 5.16025e-15 5.34009e-15 7.81986e-15 9.27732e-15 1.56723e-14 8.43409e-14 2.12685e-14
     325.495 5.31874e-15 4.82145e-15 7.48336e-15 9.37275e-15 1.54490e-14 8.19003e-14 2.07243e-14
     325.714 5.68392e-15 5.19371e-15 7.52410e-15 1.00023e-14 1.48387e-14 8.63282e-14 2.15951e-14
     325.934 6.05441e-15 5.58880e-15 7.57452e-15 1.06456e-14 1.42184e-14 9.09321e-14 2.25023e-14
     326.154 6.06646e-15 5.66233e-15 7.78045e-15 1.09161e-14 1.26078e-14 9.61501e-14 2.31972e-14
     326.374 5.92497e-15 5.59812e-15 8.05296e-15 1.10270e-14 1.05731e-14 1.01630e-13 2.38011e-14
     326.593 5.70979e-15 5.73547e-15 8.32139e-15 1.10376e-14 9.77833e-15 1.05402e-13 2.43307e-14
     326.813 5.39495e-15 6.14552e-15 8.58425e-15 1.09128e-14 1.06613e-14 1.06859e-13 2.47597e-14
     327.033 5.16126e-15 6.50711e-15 8.73771e-15 1.07736e-14 1.15254e-14 1.07300e-13 2.50009e-14
     327.253 5.38735e-15 6.59433e-15 8.27130e-15 1.05528e-14 1.22831e-14 1.01982e-13 2.41784e-14
     327.473 5.61343e-15 6.68155e-15 7.80489e-15 1.03321e-14 1.30407e-14 9.66631e-14 2.33560e-14
     327.692 6.03345e-15 6.84065e-15 7.19884e-15 1.00938e-14 1.36929e-14 8.63003e-14 2.16933e-14
     327.912 6.48116e-15 7.01002e-15 6.57285e-15 9.85294e-15 1.43301e-14 7.52171e-14 1.99107e-14
     328.132 6.91196e-15 7.30946e-15 6.35622e-15 9.93818e-15 1.41116e-14 7.36883e-14 1.97193e-14
     328.352 7.33159e-15 7.69565e-15 6.41238e-15 1.02408e-14 1.33227e-14 7.85274e-14 2.05884e-14
     328.571 7.69487e-15 8.01020e-15 6.99393e-15 1.06354e-14 1.28544e-14 8.60406e-14 2.20382e-14
     328.791 7.94114e-15 8.17596e-15 8.66620e-15 1.12212e-14 1.30516e-14 9.91044e-14 2.46934e-14
     329.011 8.16000e-15 8.34014e-15 1.02802e-14 1.17939e-14 1.32747e-14 1.11795e-13 2.72740e-14
     329.231 7.85727e-15 8.47380e-15 1.07833e-14 1.21188e-14 1.39879e-14 1.17356e-13 2.84295e-14
     329.451 7.55454e-15 8.60746e-15 1.12864e-14 1.24436e-14 1.47012e-14 1.22917e-13 2.95851e-14
     329.670 7.41380e-15 8.71170e-15 1.14620e-14 1.21348e-14 1.44072e-14 1.24610e-13 2.97900e-14
     329.890 7.32006e-15 8.80739e-15 1.15425e-14 1.16421e-14 1.38209e-14 1.25181e-13 2.97190e-14
     330.110 7.92402e-15 8.89154e-15 1.16379e-14 1.13423e-14 1.38059e-14 1.16107e-13 2.82847e-14
     330.330 9.22564e-15 8.96419e-15 1.17483e-14 1.12354e-14 1.43618e-14 9.73880e-14 2.54872e-14
     330.549 1.01611e-14 8.99906e-15 1.17753e-14 1.10917e-14 1.47515e-14 8.07994e-14 2.29297e-14
     330.769 9.83575e-15 8.90382e-15 1.15148e-14 1.08211e-14 1.45685e-14 7.15389e-14 2.11972e-14
     330.989 9.51039e-15 8.80859e-15 1.12543e-14 1.05505e-14 1.43856e-14 6.22783e-14 1.94646e-14
     331.209 8.90754e-15 8.68066e-15 1.14892e-14 1.09648e-14 1.44042e-14 6.72863e-14 2.02888e-14
     331.429 8.29009e-15 8.55101e-15 1.17502e-14 1.14152e-14 1.44333e-14 7.30451e-14 2.12475e-14
     331.648 8.07711e-15 8.46561e-15 1.15277e-14 1.16058e-14 1.41900e-14 7.65759e-14 2.17404e-14
     331.868 8.05881e-15 8.40151e-15 1.10727e-14 1.16714e-14 1.38156e-14 7.90339e-14 2.20090e-14
     332.088 8.11925e-15 8.32038e-15 1.04522e-14 1.16308e-14 1.32820e-14 7.88197e-14 2.17707e-14
     332.308 8.29777e-15 8.21375e-15 9.58376e-15 1.14308e-14 1.25096e-14 7.45975e-14 2.07722e-14
     332.527 8.42729e-15 8.11698e-15 8.85086e-15 1.12523e-14 1.18914e-14 7.06997e-14 1.98731e-14
     332.747 8.21356e-15 8.08925e-15 9.06762e-15 1.12249e-14 1.23532e-14 6.90770e-14 1.96709e-14
     332.967 7.99983e-15 8.06153e-15 9.28438e-15 1.11975e-14 1.28150e-14 6.74542e-14 1.94688e-14
     333.187 7.41729e-15 7.97984e-15 9.23302e-15 1.11128e-14 1.29938e-14 7.14904e-14 2.00379e-14
     333.407 6.76969e-15 7.88862e-15 9.13436e-15 1.10179e-14 1.31227e-14 7.65249e-14 2.07430e-14
     333.626 6.32543e-15 7.87912e-15 8.92746e-15 1.10056e-14 1.32968e-14 7.28737e-14 2.00514e-14
     333.846 6.03135e-15 7.93000e-15 8.64054e-15 1.10542e-14 1.35045e-14 6.28033e-14 1.83273e-14
     334.066 6.05748e-15 7.97593e-15 8.41416e-15 1.11538e-14 1.36911e-14 5.74172e-14 1.74516e-14
     334.286 6.83097e-15 8.01035e-15 8.32898e-15 1.13722e-14 1.38289e-14 6.29612e-14 1.85554e-14
     334.505 7.56752e-15 8.04231e-15 8.25732e-15 1.15831e-14 1.39572e-14 6.85468e-14 1.96590e-14
     334.725 6.86346e-15 7.97869e-15 8.71300e-15 1.14974e-14 1.37150e-14 7.57565e-14 2.07540e-14
     334.945 6.15941e-15 7.91506e-15 9.16869e-15 1.14118e-14 1.34727e-14 8.29662e-14 2.18490e-14
     335.165 5.39094e-15 7.89639e-15 9.22166e-15 1.12205e-14 1.33943e-14 9.24837e-14 2.32679e-14
     335.385 4.60102e-15 7.89270e-15 9.14044e-15 1.09939e-14 1.33706e-14 1.02770e-13 2.47948e-14
     335.604 4.63092e-15 7.85296e-15 8.76554e-15 1.06894e-14 1.32225e-14 1.11486e-13 2.61079e-14
     335.824 5.56669e-15 7.77338e-15 8.06602e-15 1.02987e-14 1.29368e-14 1.18468e-13 2.71850e-14
     336.044 6.41799e-15 7.67428e-15 7.40978e-15 1.00172e-14 1.27316e-14 1.23831e-13 2.80136e-14
     336.264 6.93195e-15 7.49702e-15 6.92619e-15 1.01721e-14 1.28482e-14 1.22716e-13 2.78485e-14
     336.484 7.44590e-15 7.31976e-15 6.44260e-15 1.03270e-14 1.29649e-14 1.21601e-13 2.76835e-14
     336.703 7.60704e-15 7.26357e-15 6.55350e-15 1.04866e-14 1.27957e-14 1.08493e-13 2.55332e-14
     336.923 7.73958e-15 7.21719e-15 6.71258e-15 1.06467e-14 1.26035e-14 9.44125e-14 2.32220e-14
     337.143 7.65875e-15 7.19589e-15 6.90920e-15 1.08137e-14 1.27681e-14 8.37730e-14 2.15198e-14
     337.363 7.46310e-15 7.18810e-15 7.12598e-15 1.09843e-14 1.31248e-14 7.49867e-14 2.01455e-14
     337.582 7.40694e-15 7.19113e-15 7.07624e-15 1.10273e-14 1.32509e-14 7.12911e-14 1.95406e-14
     337.802 7.58326e-15 7.21219e-15 6.58239e-15 1.08575e-14 1.29927e-14 7.60801e-14 2.02180e-14
     338.022 7.76442e-15 7.24605e-15 6.12507e-15 1.07130e-14 1.28393e-14 8.16448e-14 2.10554e-14
     338.242 7.98900e-15 7.39514e-15 5.99736e-15 1.07975e-14 1.36293e-14 9.41868e-14 2.33325e-14
     338.462 8.21357e-15 7.54422e-15 5.86965e-15 1.08820e-14 1.44194e-14 1.06729e-13 2.56096e-14
     338.681 8.39497e-15 7.66520e-15 6.50347e-15 1.11032e-14 1.39662e-14 1.05219e-13 2.54753e-14
     338.901 8.56720e-15 7.78023e-15 7.29877e-15 1.13534e-14 1.32495e-14 1.00729e-13 2.48297e-14
     339.121 8.80846e-15 7.87363e-15 7.93576e-15 1.16514e-14 1.29354e-14 9.65496e-14 2.42924e-14
     339.341 9.10623e-15 7.94937e-15 8.44342e-15 1.19885e-14 1.29507e-14 9.26225e-14 2.38435e-14
     339.560 9.37731e-15 8.06513e-15 8.83329e-15 1.21510e-14 1.30071e-14 9.26910e-14 2.40208e-14
     339.780 9.57815e-15 8.28649e-15 8.91275e-15 1.18533e-14 1.31717e-14 1.03296e-13 2.58496e-14
     340.000 9.77898e-15 8.50785e-15 8.99221e-15 1.15555e-14 1.33363e-14 1.13900e-13 2.76785e-14
     340.220 9.77891e-15 8.59626e-15 8.87896e-15 1.13782e-14 1.26494e-14 1.24421e-13 2.92838e-14
     340.440 9.77883e-15 8.68466e-15 8.76571e-15 1.12009e-14 1.19625e-14 1.34942e-13 3.08892e-14
     340.659 9.72843e-15 8.64405e-15 8.37751e-15 1.12220e-14 1.17937e-14 1.38884e-13 3.14416e-14
     340.879 9.65895e-15 8.55452e-15 7.88513e-15 1.13185e-14 1.18213e-14 1.40330e-13 3.15947e-14
     341.099 9.59714e-15 8.49760e-15 7.48040e-15 1.13984e-14 1.19458e-14 1.37035e-13 3.09924e-14
     341.319 9.54473e-15 8.48056e-15 7.18293e-15 1.14581e-14 1.21886e-14 1.27948e-13 2.94671e-14
     341.538 9.45388e-15 8.45720e-15 7.01320e-15 1.14459e-14 1.24472e-14 1.20020e-13 2.81396e-14
     341.758 9.18173e-15 8.40401e-15 7.44609e-15 1.10945e-14 1.27808e-14 1.17570e-13 2.77462e-14
     341.978 8.90959e-15 8.35083e-15 7.87898e-15 1.07431e-14 1.31143e-14 1.15120e-13 2.73528e-14
     342.198 8.40749e-15 8.33930e-15 8.41753e-15 1.06467e-14 1.32661e-14 1.16405e-13 2.75803e-14
     342.418 7.87984e-15 8.33241e-15 8.96782e-15 1.05786e-14 1.33977e-14 1.18105e-13 2.78769e-14
     342.637 7.56933e-15 8.40862e-15 9.34673e-15 1.06292e-14 1.34540e-14 1.10590e-13 2.66663e-14
     342.857 7.38906e-15 8.53467e-15 9.62282e-15 1.07509e-14 1.34650e-14 9.75511e-14 2.45522e-14
     343.077 7.36967e-15 8.61745e-15 9.56396e-15 1.08048e-14 1.33092e-14 8.71015e-14 2.27944e-14
     343.297 7.64899e-15 8.61989e-15 8.88318e-15 1.07328e-14 1.28438e-14 8.14641e-14 2.16988e-14
     343.516 7.93902e-15 8.61521e-15 8.21338e-15 1.06638e-14 1.23977e-14 7.69483e-14 2.07962e-14
     343.736 8.36054e-15 8.52279e-15 7.68011e-15 1.06319e-14 1.21914e-14 8.62805e-14 2.22779e-14
     343.956 8.78207e-15 8.43037e-15 7.14685e-15 1.06001e-14 1.19851e-14 9.56127e-14 2.37595e-14
     344.176 8.99149e-15 8.32284e-15 6.91674e-15 1.05160e-14 1.21387e-14 9.28134e-14 2.32832e-14
     344.396 9.14791e-15 8.21153e-15 6.76240e-15 1.04190e-14 1.23824e-14 8.69822e-14 2.23176e-14
     344.615 9.13303e-15 8.12957e-15 6.70604e-15 1.03976e-14 1.25794e-14 7.81531e-14 2.08498e-14
     344.835 8.96319e-15 8.07414e-15 6.73831e-15 1.04446e-14 1.27343e-14 6.66098e-14 1.89274e-14
     345.055 8.80552e-15 8.04681e-15 6.80727e-15 1.05655e-14 1.28821e-14 6.06559e-14 1.79605e-14
     345.275 8.68427e-15 8.10377e-15 6.98635e-15 1.09081e-14 1.30088e-14 7.14699e-14 1.98602e-14
     345.495 8.56302e-15 8.16074e-15 7.16543e-15 1.12507e-14 1.31355e-14 8.22838e-14 2.17599e-14
     345.714 8.48565e-15 8.16763e-15 7.27980e-15 1.10329e-14 1.30030e-14 9.35799e-14 2.35915e-14
     345.934 8.40941e-15 8.17325e-15 7.39250e-15 1.08006e-14 1.28638e-14 1.04888e-13 2.54213e-14
     346.154 8.19473e-15 8.18669e-15 7.39106e-15 1.05725e-14 1.28940e-14 1.04880e-13 2.53531e-14
     346.374 7.92079e-15 8.20348e-15 7.34074e-15 1.03462e-14 1.29966e-14 1.00023e-13 2.44719e-14
     346.593 7.65181e-15 8.24235e-15 7.33584e-15 1.02454e-14 1.32064e-14 9.29375e-14 2.32699e-14
     346.813 7.38961e-15 8.31110e-15 7.39239e-15 1.03142e-14 1.35610e-14 8.28379e-14 2.16344e-14
     347.033 7.17289e-15 8.37452e-15 7.42441e-15 1.03742e-14 1.38447e-14 7.16902e-14 1.98135e-14
     347.253 7.21414e-15 8.40766e-15 7.31731e-15 1.03845e-14 1.37263e-14 5.46093e-14 1.69432e-14
     347.473 7.25539e-15 8.44080e-15 7.21021e-15 1.03947e-14 1.36078e-14 3.75285e-14 1.40729e-14
     347.692 7.43335e-15 8.45101e-15 7.20360e-15 1.05028e-14 1.36882e-14 3.79146e-14 1.41989e-14
     347.912 7.63084e-15 8.45795e-15 7.21133e-15 1.06249e-14 1.37969e-14 4.07952e-14 1.47528e-14
     348.132 7.72815e-15 8.45869e-15 7.50983e-15 1.06326e-14 1.34214e-14 5.33946e-14 1.68575e-14
     348.352 7.75873e-15 8.45531e-15 8.00220e-15 1.05640e-14 1.27231e-14 7.24748e-14 1.99963e-14
     348.571 7.71108e-15 8.46928e-15 8.39925e-15 1.05047e-14 1.23021e-14 8.48630e-14 2.20416e-14
     348.791 7.50094e-15 8.51930e-15 8.59843e-15 1.04645e-14 1.24571e-14 8.33553e-14 2.18159e-14
     349.011 7.31699e-15 8.57045e-15 8.77733e-15 1.04295e-14 1.26172e-14 8.15783e-14 2.15483e-14
     349.231 7.63076e-15 8.64310e-15 8.57077e-15 1.04925e-14 1.28744e-14 7.46841e-14 2.04826e-14
     349.451 7.94453e-15 8.71575e-15 8.36420e-15 1.05554e-14 1.31316e-14 6.77900e-14 1.94169e-14
     349.670 8.46503e-15 8.67463e-15 8.30859e-15 1.07945e-14 1.31120e-14 6.77654e-14 1.95200e-14
     349.890 9.04552e-15 8.60050e-15 8.29677e-15 1.10847e-14 1.30119e-14 6.97346e-14 1.99623e-14
     350.110 9.42563e-15 8.58178e-15 8.51169e-15 1.12296e-14 1.34455e-14 7.01906e-14 2.02308e-14
     350.330 9.60552e-15 8.61847e-15 8.95332e-15 1.12291e-14 1.44127e-14 6.91339e-14 2.03255e-14
     350.549 9.68028e-15 8.69083e-15 9.36920e-15 1.12587e-14 1.51729e-14 6.87621e-14 2.04890e-14
     350.769 9.39293e-15 8.88614e-15 9.69662e-15 1.13922e-14 1.52202e-14 7.07496e-14 2.08896e-14
     350.989 9.10558e-15 9.08145e-15 1.00240e-14 1.15256e-14 1.52676e-14 7.27371e-14 2.12902e-14
     351.209 8.63589e-15 9.15729e-15 9.97895e-15 1.15367e-14 1.48564e-14 7.62680e-14 2.17389e-14
     351.429 8.15660e-15 9.22685e-15 9.91428e-15 1.15414e-14 1.44211e-14 7.98802e-14 2.21901e-14
     351.648 7.69311e-15 9.22331e-15 9.70114e-15 1.13654e-14 1.40891e-14 7.77925e-14 2.16441e-14
     351.868 7.23728e-15 9.18458e-15 9.41659e-15 1.11026e-14 1.38068e-14 7.29624e-14 2.06184e-14
     352.088 6.92521e-15 9.12927e-15 9.14006e-15 1.09240e-14 1.34248e-14 6.57540e-14 1.92162e-14
     352.308 6.82886e-15 9.04908e-15 8.87564e-15 1.08717e-14 1.28932e-14 5.49813e-14 1.72500e-14
     352.527 6.79375e-15 8.97947e-15 8.66913e-15 1.08613e-14 1.24121e-14 4.54754e-14 1.55319e-14
     352.747 7.18759e-15 8.98399e-15 8.86842e-15 1.11443e-14 1.22843e-14 4.48508e-14 1.55532e-14
     352.967 7.58144e-15 8.98850e-15 9.06771e-15 1.14273e-14 1.21565e-14 4.42261e-14 1.55746e-14
     353.187 7.97804e-15 9.09054e-15 9.65292e-15 1.15570e-14 1.24380e-14 5.49274e-14 1.76073e-14
     353.407 8.37512e-15 9.20978e-15 1.03062e-14 1.16597e-14 1.27918e-14 6.76268e-14 1.99949e-14
     353.626 8.52556e-15 9.30467e-15 1.07717e-14 1.17486e-14 1.32834e-14 7.53241e-14 2.14930e-14
     353.846 8.49377e-15 9.38158e-15 1.10984e-14 1.18274e-14 1.38770e-14 7.93271e-14 2.23342e-14
     354.066 8.44400e-15 9.44982e-15 1.13326e-14 1.18957e-14 1.42727e-14 8.33085e-14 2.31172e-14
     354.286 8.35219e-15 9.49782e-15 1.13510e-14 1.19399e-14 1.42065e-14 8.72418e-14 2.37649e-14
     354.505 8.26405e-15 9.54600e-15 1.13585e-14 1.19828e-14 1.41343e-14 9.10904e-14 2.43960e-14
     354.725 8.31902e-15 9.60076e-15 1.09443e-14 1.19778e-14 1.38282e-14 9.16364e-14 2.43844e-14
     354.945 8.37399e-15 9.65552e-15 1.05301e-14 1.19728e-14 1.35221e-14 9.21824e-14 2.43728e-14
     355.165 8.34704e-15 9.60968e-15 9.98855e-15 1.19239e-14 1.33141e-14 9.53777e-14 2.47601e-14
     355.385 8.29279e-15 9.53032e-15 9.40461e-15 1.18603e-14 1.31388e-14 9.94551e-14 2.52803e-14
     355.604 8.23967e-15 9.39753e-15 8.81482e-15 1.17857e-14 1.31940e-14 1.04076e-13 2.59179e-14
     355.824 8.18779e-15 9.20573e-15 8.21873e-15 1.16988e-14 1.35041e-14 1.09295e-13 2.66851e-14
     356.044 8.16885e-15 9.02403e-15 7.69168e-15 1.15949e-14 1.36927e-14 1.11465e-13 2.69395e-14
     356.264 8.28172e-15 8.88286e-15 7.44118e-15 1.14232e-14 1.33949e-14 1.01428e-13 2.51419e-14
     356.484 8.39460e-15 8.74169e-15 7.19069e-15 1.12515e-14 1.30971e-14 9.13901e-14 2.33443e-14
     356.703 8.44930e-15 8.51644e-15 7.27641e-15 1.09164e-14 1.28514e-14 8.35107e-14 2.19201e-14
     356.923 8.49930e-15 8.28436e-15 7.38938e-15 1.05680e-14 1.26098e-14 7.58062e-14 2.05262e-14
     357.143 8.39837e-15 8.04040e-15 7.51866e-15 1.03171e-14 1.23637e-14 7.43615e-14 2.01666e-14
     357.363 8.21625e-15 7.79008e-15 7.65670e-15 1.01187e-14 1.21152e-14 7.62858e-14 2.03638e-14
     357.582 8.05648e-15 7.55481e-15 7.74512e-15 9.96011e-15 1.19698e-14 7.57308e-14 2.01695e-14
     357.802 7.93404e-15 7.34468e-15 7.75081e-15 9.86804e-15 1.19966e-14 7.10443e-14 1.93231e-14
     358.022 7.84545e-15 7.14077e-15 7.76864e-15 9.78368e-15 1.19624e-14 6.63361e-14 1.84728e-14
