#       [nm]       bulge  elliptical          s0          sa          sb          sc         avg
     850.330 4.07561e-14 3.70834e-14 3.48387e-14 3.30493e-14 3.37329e-14 2.38000e-14 3.38767e-14
     850.549 4.07097e-14 3.71961e-14 3.50369e-14 3.31689e-14 3.41118e-14 2.37547e-14 3.39964e-14
     850.769 4.06633e-14 3.73456e-14 3.53344e-14 3.33429e-14 3.46893e-14 2.37093e-14 3.41808e-14
     850.989 4.06169e-14 3.74950e-14 3.56319e-14 3.35170e-14 3.52668e-14 2.36639e-14 3.43653e-14
     851.209 4.05705e-14 3.75766e-14 3.57269e-14 3.35477e-14 3.53845e-14 2.36185e-14 3.44041e-14
     851.429 4.05241e-14 3.76546e-14 3.58111e-14 3.35710e-14 3.54780e-14 2.36549e-14 3.44489e-14
     851.648 4.04777e-14 3.76479e-14 3.58431e-14 3.35571e-14 3.54528e-14 2.37048e-14 3.44472e-14
     851.868 4.04313e-14 3.76005e-14 3.58498e-14 3.35254e-14 3.53703e-14 2.37548e-14 3.44220e-14
     852.088 4.03848e-14 3.74406e-14 3.57614e-14 3.34246e-14 3.53007e-14 2.38047e-14 3.43528e-14
     852.308 4.03384e-14 3.71122e-14 3.55305e-14 3.32202e-14 3.52503e-14 2.38546e-14 3.42177e-14
     852.527 4.02920e-14 3.67567e-14 3.52864e-14 3.30063e-14 3.52016e-14 2.39045e-14 3.40746e-14
     852.747 4.02456e-14 3.62117e-14 3.49507e-14 3.27258e-14 3.51652e-14 2.39544e-14 3.38756e-14
     852.967 4.01992e-14 3.56666e-14 3.46150e-14 3.24454e-14 3.51288e-14 2.40043e-14 3.36765e-14
     853.187 4.01528e-14 3.51570e-14 3.40522e-14 3.20710e-14 3.44552e-14 2.40542e-14 3.33237e-14
     853.407 4.01064e-14 3.46536e-14 3.34493e-14 3.16801e-14 3.36692e-14 2.41041e-14 3.29438e-14
     853.626 4.00600e-14 3.44170e-14 3.27646e-14 3.12555e-14 3.26538e-14 2.41540e-14 3.25508e-14
     853.846 4.00135e-14 3.43777e-14 3.20196e-14 3.08060e-14 3.14688e-14 2.42039e-14 3.21483e-14
     854.066 3.99671e-14 3.44505e-14 3.15616e-14 3.05379e-14 3.06037e-14 2.42538e-14 3.18958e-14
     854.286 3.99207e-14 3.47848e-14 3.17722e-14 3.06929e-14 3.04842e-14 2.43037e-14 3.19931e-14
     854.505 3.98743e-14 3.51250e-14 3.19984e-14 3.08576e-14 3.03818e-14 2.43536e-14 3.20984e-14
     854.725 3.98279e-14 3.56872e-14 3.28246e-14 3.14019e-14 3.09486e-14 2.44036e-14 3.25156e-14
     854.945 3.97815e-14 3.62495e-14 3.36509e-14 3.19462e-14 3.15153e-14 2.44535e-14 3.29328e-14
     855.165 3.97351e-14 3.68496e-14 3.43665e-14 3.24668e-14 3.22295e-14 2.45034e-14 3.33585e-14
     855.385 3.96887e-14 3.74622e-14 3.50453e-14 3.29795e-14 3.29929e-14 2.45533e-14 3.37870e-14
     855.604 3.96422e-14 3.79861e-14 3.56690e-14 3.34804e-14 3.38294e-14 2.46032e-14 3.42017e-14
     855.824 3.95958e-14 3.84120e-14 3.62318e-14 3.39682e-14 3.47467e-14 2.46531e-14 3.46013e-14
     856.044 3.95494e-14 3.88102e-14 3.67416e-14 3.44161e-14 3.55646e-14 2.47030e-14 3.49642e-14
     856.264 3.95030e-14 3.90985e-14 3.70394e-14 3.47054e-14 3.59861e-14 2.47529e-14 3.51809e-14
     856.484 3.94566e-14 3.93868e-14 3.73373e-14 3.49947e-14 3.64076e-14 2.48028e-14 3.53976e-14
     856.703 3.94102e-14 3.95277e-14 3.74009e-14 3.51085e-14 3.63909e-14 2.48527e-14 3.54485e-14
     856.923 3.93638e-14 3.96568e-14 3.74456e-14 3.52080e-14 3.63386e-14 2.49026e-14 3.54859e-14
     857.143 3.93174e-14 3.96949e-14 3.74888e-14 3.52886e-14 3.63506e-14 2.49525e-14 3.55155e-14
     857.363 3.92709e-14 3.96841e-14 3.75313e-14 3.53589e-14 3.63971e-14 2.50025e-14 3.55408e-14
     857.582 3.92256e-14 3.96978e-14 3.75729e-14 3.54164e-14 3.64873e-14 2.50524e-14 3.55754e-14
     857.802 3.92734e-14 3.97525e-14 3.76130e-14 3.54524e-14 3.66500e-14 2.51023e-14 3.56406e-14
     858.022 3.93213e-14 3.98086e-14 3.76553e-14 3.54836e-14 3.68185e-14 2.51522e-14 3.57066e-14
     858.242 3.93691e-14 3.98781e-14 3.77187e-14 3.54713e-14 3.70389e-14 2.52021e-14 3.57797e-14
     858.462 3.94170e-14 3.99476e-14 3.77821e-14 3.54590e-14 3.72592e-14 2.52520e-14 3.58528e-14
     858.681 3.94648e-14 4.00249e-14 3.78738e-14 3.53884e-14 3.75494e-14 2.53019e-14 3.59339e-14
     858.901 3.95127e-14 4.01039e-14 3.79715e-14 3.53054e-14 3.78544e-14 2.53518e-14 3.60166e-14
     859.121 3.95605e-14 4.01767e-14 3.80416e-14 3.52438e-14 3.80875e-14 2.54017e-14 3.60853e-14
     859.341 3.96084e-14 4.02445e-14 3.80893e-14 3.51998e-14 3.82617e-14 2.54516e-14 3.61426e-14
     859.560 3.96562e-14 4.02863e-14 3.81113e-14 3.51759e-14 3.83686e-14 2.55015e-14 3.61833e-14
     859.780 3.97040e-14 4.02592e-14 3.80655e-14 3.52049e-14 3.82981e-14 2.55514e-14 3.61805e-14
     860.000 3.97519e-14 4.02321e-14 3.80197e-14 3.52340e-14 3.82275e-14 2.56013e-14 3.61778e-14
     860.220 3.97997e-14 4.03389e-14 3.80084e-14 3.52903e-14 3.81291e-14 2.56513e-14 3.62029e-14
     860.440 3.98476e-14 4.04456e-14 3.79971e-14 3.53465e-14 3.80307e-14 2.57012e-14 3.62281e-14
     860.659 3.98954e-14 4.05232e-14 3.80473e-14 3.54515e-14 3.78824e-14 2.57511e-14 3.62585e-14
     860.879 3.99433e-14 4.05897e-14 3.81209e-14 3.55749e-14 3.77152e-14 2.58010e-14 3.62908e-14
     861.099 3.99911e-14 4.06269e-14 3.82046e-14 3.56977e-14 3.75665e-14 2.58509e-14 3.63230e-14
     861.319 4.00390e-14 4.06283e-14 3.83009e-14 3.58199e-14 3.74404e-14 2.59008e-14 3.63549e-14
     861.538 4.00868e-14 4.06409e-14 3.84107e-14 3.59414e-14 3.73385e-14 2.59507e-14 3.63948e-14
     861.758 4.01347e-14 4.07068e-14 3.85845e-14 3.60597e-14 3.73511e-14 2.60006e-14 3.64729e-14
     861.978 4.01825e-14 4.07726e-14 3.87582e-14 3.61781e-14 3.73637e-14 2.60505e-14 3.65509e-14
     862.198 4.02304e-14 4.08508e-14 3.89131e-14 3.62780e-14 3.73925e-14 2.61004e-14 3.66275e-14
     862.418 4.02782e-14 4.09303e-14 3.90659e-14 3.63760e-14 3.74230e-14 2.61503e-14 3.67040e-14
     862.637 4.03261e-14 4.09874e-14 3.91521e-14 3.64089e-14 3.75106e-14 2.62002e-14 3.67642e-14
     862.857 4.03739e-14 4.10311e-14 3.91983e-14 3.64028e-14 3.76325e-14 2.62502e-14 3.68148e-14
     863.077 4.04218e-14 4.10464e-14 3.92415e-14 3.63915e-14 3.77486e-14 2.63001e-14 3.68583e-14
     863.297 4.04696e-14 4.10091e-14 3.92791e-14 3.63704e-14 3.78541e-14 2.63500e-14 3.68887e-14
     863.516 4.05175e-14 4.09629e-14 3.93108e-14 3.63387e-14 3.79481e-14 2.63999e-14 3.69130e-14
     863.736 4.05653e-14 4.08081e-14 3.92691e-14 3.61775e-14 3.79012e-14 2.64498e-14 3.68618e-14
     863.956 4.06132e-14 4.06533e-14 3.92274e-14 3.60163e-14 3.78543e-14 2.64997e-14 3.68107e-14
     864.176 4.06610e-14 4.04464e-14 3.91727e-14 3.58444e-14 3.78047e-14 2.65496e-14 3.67465e-14
     864.396 4.07089e-14 4.02264e-14 3.91147e-14 3.56698e-14 3.77544e-14 2.65995e-14 3.66789e-14
     864.615 4.07567e-14 3.98959e-14 3.87464e-14 3.52384e-14 3.76393e-14 2.66494e-14 3.64877e-14
     864.835 4.08046e-14 3.94656e-14 3.80975e-14 3.45748e-14 3.74656e-14 2.66993e-14 3.61845e-14
     865.055 4.08524e-14 3.90067e-14 3.74490e-14 3.39115e-14 3.72919e-14 2.67492e-14 3.58768e-14
     865.275 4.09002e-14 3.84616e-14 3.68009e-14 3.32487e-14 3.71184e-14 2.66815e-14 3.55352e-14
     865.495 4.09481e-14 3.79165e-14 3.61527e-14 3.25859e-14 3.69449e-14 2.66111e-14 3.51932e-14
     865.714 4.09959e-14 3.75830e-14 3.56578e-14 3.24592e-14 3.60198e-14 2.65406e-14 3.48760e-14
     865.934 4.10438e-14 3.72548e-14 3.51668e-14 3.23463e-14 3.50753e-14 2.64701e-14 3.45595e-14
     866.154 4.10916e-14 3.72462e-14 3.46814e-14 3.22514e-14 3.41065e-14 2.63996e-14 3.42961e-14
     866.374 4.11395e-14 3.73744e-14 3.41982e-14 3.21642e-14 3.31272e-14 2.63292e-14 3.40555e-14
     866.593 4.11873e-14 3.75965e-14 3.41503e-14 3.22750e-14 3.27727e-14 2.62587e-14 3.40401e-14
     866.813 4.12352e-14 3.79456e-14 3.46907e-14 3.26534e-14 3.32629e-14 2.61882e-14 3.43293e-14
     867.033 4.12830e-14 3.82978e-14 3.52517e-14 3.30413e-14 3.37826e-14 2.61177e-14 3.46290e-14
     867.253 4.13309e-14 3.86676e-14 3.59289e-14 3.34818e-14 3.44692e-14 2.60473e-14 3.49876e-14
     867.473 4.13787e-14 3.90373e-14 3.66061e-14 3.39223e-14 3.51559e-14 2.59768e-14 3.53462e-14
     867.692 4.14266e-14 3.92999e-14 3.69562e-14 3.42234e-14 3.54043e-14 2.59063e-14 3.55361e-14
     867.912 4.14744e-14 3.95471e-14 3.72597e-14 3.45045e-14 3.55902e-14 2.58358e-14 3.57020e-14
     868.132 4.15223e-14 3.96907e-14 3.75088e-14 3.47624e-14 3.57034e-14 2.57654e-14 3.58255e-14
     868.352 4.15701e-14 3.97651e-14 3.77218e-14 3.50047e-14 3.57682e-14 2.56949e-14 3.59208e-14
     868.571 4.16180e-14 3.98684e-14 3.79294e-14 3.52331e-14 3.58541e-14 2.56244e-14 3.60212e-14
     868.791 4.16658e-14 4.00317e-14 3.81259e-14 3.54323e-14 3.59838e-14 2.55540e-14 3.61323e-14
     869.011 4.17137e-14 4.01986e-14 3.83222e-14 3.56307e-14 3.61147e-14 2.54835e-14 3.62439e-14
     869.231 4.17615e-14 4.04325e-14 3.85124e-14 3.58136e-14 3.62689e-14 2.54130e-14 3.63670e-14
     869.451 4.18094e-14 4.06664e-14 3.87026e-14 3.59965e-14 3.64230e-14 2.53425e-14 3.64901e-14
     869.670 4.18572e-14 4.07834e-14 3.88042e-14 3.61086e-14 3.66434e-14 2.52721e-14 3.65782e-14
     869.890 4.19051e-14 4.08665e-14 3.88802e-14 3.62003e-14 3.68831e-14 2.52016e-14 3.66561e-14
     870.110 4.19529e-14 4.09648e-14 3.89246e-14 3.62668e-14 3.71463e-14 2.51311e-14 3.67311e-14
     870.330 4.20008e-14 4.10784e-14 3.89376e-14 3.63082e-14 3.74329e-14 2.50606e-14 3.68031e-14
     870.549 4.20486e-14 4.11886e-14 3.89691e-14 3.63556e-14 3.76888e-14 2.49902e-14 3.68735e-14
     870.769 4.20964e-14 4.12873e-14 3.90646e-14 3.64240e-14 3.78393e-14 2.49197e-14 3.69386e-14
     870.989 4.21443e-14 4.13860e-14 3.91600e-14 3.64925e-14 3.79898e-14 2.48492e-14 3.70036e-14
     871.209 4.21921e-14 4.14616e-14 3.93169e-14 3.65811e-14 3.80389e-14 2.47788e-14 3.70616e-14
     871.429 4.22400e-14 4.15359e-14 3.94770e-14 3.66708e-14 3.80828e-14 2.47083e-14 3.71191e-14
     871.648 4.22878e-14 4.15977e-14 3.95905e-14 3.67056e-14 3.81020e-14 2.46378e-14 3.71536e-14
     871.868 4.23294e-14 4.16533e-14 3.96816e-14 3.67140e-14 3.81093e-14 2.45673e-14 3.71758e-14
     872.088 4.23280e-14 4.16883e-14 3.97419e-14 3.66862e-14 3.81004e-14 2.44969e-14 3.71736e-14
     872.308 4.23266e-14 4.16922e-14 3.97563e-14 3.66042e-14 3.80673e-14 2.44264e-14 3.71455e-14
     872.527 4.23252e-14 4.16937e-14 3.97614e-14 3.65259e-14 3.80427e-14 2.43559e-14 3.71174e-14
     872.747 4.23238e-14 4.16773e-14 3.97017e-14 3.64729e-14 3.80775e-14 2.42855e-14 3.70898e-14
     872.967 4.23224e-14 4.16609e-14 3.96421e-14 3.64198e-14 3.81124e-14 2.42150e-14 3.70621e-14
     873.187 4.23210e-14 4.16470e-14 3.94815e-14 3.64062e-14 3.82400e-14 2.41445e-14 3.70401e-14
     873.407 4.23196e-14 4.16337e-14 3.93031e-14 3.63995e-14 3.83841e-14 2.40740e-14 3.70190e-14
     873.626 4.23182e-14 4.16242e-14 3.91750e-14 3.63864e-14 3.84189e-14 2.40036e-14 3.69877e-14
     873.846 4.23168e-14 4.16177e-14 3.90840e-14 3.63686e-14 3.83729e-14 2.39331e-14 3.69488e-14
     874.066 4.23154e-14 4.15979e-14 3.90564e-14 3.63426e-14 3.81889e-14 2.38626e-14 3.68940e-14
     874.286 4.23140e-14 4.15473e-14 3.91770e-14 3.62977e-14 3.76829e-14 2.37921e-14 3.68018e-14
     874.505 4.23126e-14 4.14984e-14 3.92974e-14 3.62535e-14 3.71808e-14 2.37217e-14 3.67107e-14
     874.725 4.23112e-14 4.15144e-14 3.94152e-14 3.62382e-14 3.68335e-14 2.36512e-14 3.66606e-14
     874.945 4.23098e-14 4.15304e-14 3.95330e-14 3.62229e-14 3.64861e-14 2.35807e-14 3.66105e-14
     875.165 4.23084e-14 4.16209e-14 3.96426e-14 3.62972e-14 3.66182e-14 2.35102e-14 3.66663e-14
     875.385 4.23070e-14 4.17363e-14 3.97495e-14 3.64013e-14 3.69101e-14 2.34398e-14 3.67573e-14
     875.604 4.23056e-14 4.18516e-14 3.98473e-14 3.65006e-14 3.71892e-14 2.33693e-14 3.68439e-14
     875.824 4.23042e-14 4.19670e-14 3.99351e-14 3.65944e-14 3.74543e-14 2.32988e-14 3.69256e-14
     876.044 4.23028e-14 4.20636e-14 3.99894e-14 3.66704e-14 3.76725e-14 2.32284e-14 3.69879e-14
     876.264 4.23014e-14 4.20853e-14 3.99101e-14 3.66750e-14 3.77036e-14 2.31579e-14 3.69722e-14
     876.484 4.23000e-14 4.21071e-14 3.98308e-14 3.66797e-14 3.77347e-14 2.30874e-14 3.69566e-14
     876.703 4.22987e-14 4.21180e-14 3.97520e-14 3.66845e-14 3.77659e-14 2.30169e-14 3.69393e-14
     876.923 4.22973e-14 4.21281e-14 3.96731e-14 3.66894e-14 3.77972e-14 2.29465e-14 3.69219e-14
     877.143 4.22959e-14 4.21440e-14 3.97136e-14 3.67878e-14 3.78766e-14 2.28760e-14 3.69490e-14
     877.363 4.22945e-14 4.21632e-14 3.98183e-14 3.69366e-14 3.79820e-14 2.28055e-14 3.70000e-14
     877.582 4.22931e-14 4.21675e-14 3.99230e-14 3.70854e-14 3.80874e-14 2.27350e-14 3.70486e-14
     877.802 4.22917e-14 4.21472e-14 4.00275e-14 3.72340e-14 3.81926e-14 2.26646e-14 3.70929e-14
     878.022 4.22903e-14 4.21200e-14 4.01280e-14 3.73649e-14 3.82781e-14 2.25941e-14 3.71292e-14
     878.242 4.22889e-14 4.20312e-14 4.01907e-14 3.73360e-14 3.81849e-14 2.25236e-14 3.70926e-14
     878.462 4.22875e-14 4.19424e-14 4.02535e-14 3.73071e-14 3.80917e-14 2.24532e-14 3.70559e-14
     878.681 4.22861e-14 4.19033e-14 4.03124e-14 3.72621e-14 3.79806e-14 2.23827e-14 3.70212e-14
     878.901 4.22847e-14 4.18748e-14 4.03705e-14 3.72137e-14 3.78656e-14 2.23276e-14 3.69895e-14
     879.121 4.22833e-14 4.18751e-14 4.02702e-14 3.71093e-14 3.82609e-14 2.24176e-14 3.70361e-14
     879.341 4.22819e-14 4.18990e-14 4.00403e-14 3.69591e-14 3.90735e-14 2.25075e-14 3.71269e-14
     879.560 4.22805e-14 4.18741e-14 3.97904e-14 3.68019e-14 3.99506e-14 2.25975e-14 3.72158e-14
     879.780 4.22791e-14 4.17201e-14 3.94875e-14 3.66260e-14 4.09985e-14 2.26874e-14 3.72998e-14
     880.000 4.22777e-14 4.15661e-14 3.91846e-14 3.64501e-14 4.20464e-14 2.27774e-14 3.73837e-14
     880.220 4.22763e-14 4.13421e-14 3.91628e-14 3.64687e-14 4.15273e-14 2.28674e-14 3.72741e-14
     880.440 4.22749e-14 4.11181e-14 3.91410e-14 3.64873e-14 4.10083e-14 2.29573e-14 3.71645e-14
     880.659 4.22735e-14 4.10363e-14 3.92104e-14 3.65690e-14 3.99809e-14 2.30473e-14 3.70196e-14
     880.879 4.22721e-14 4.10085e-14 3.93144e-14 3.66745e-14 3.87608e-14 2.31372e-14 3.68613e-14
     881.099 4.22707e-14 4.11325e-14 3.94441e-14 3.67751e-14 3.79154e-14 2.32272e-14 3.67942e-14
     881.319 4.22693e-14 4.14420e-14 3.96051e-14 3.68696e-14 3.75278e-14 2.33171e-14 3.68385e-14
     881.538 4.22679e-14 4.17184e-14 3.97733e-14 3.69627e-14 3.72449e-14 2.34071e-14 3.68957e-14
     881.758 4.22665e-14 4.18387e-14 3.99753e-14 3.70492e-14 3.74556e-14 2.34971e-14 3.70137e-14
     881.978 4.22651e-14 4.19589e-14 4.01773e-14 3.71358e-14 3.76663e-14 2.35870e-14 3.71317e-14
     882.198 4.22637e-14 4.20757e-14 4.03205e-14 3.72239e-14 3.78208e-14 2.36770e-14 3.72303e-14
     882.418 4.22623e-14 4.21921e-14 4.04572e-14 3.73123e-14 3.79689e-14 2.37669e-14 3.73266e-14
     882.637 4.22609e-14 4.22972e-14 4.05479e-14 3.74020e-14 3.80729e-14 2.38569e-14 3.74063e-14
     882.857 4.22595e-14 4.23956e-14 4.06109e-14 3.74925e-14 3.81504e-14 2.39469e-14 3.74760e-14
     883.077 4.22581e-14 4.24696e-14 4.06648e-14 3.75666e-14 3.82140e-14 2.40368e-14 3.75350e-14
     883.297 4.22567e-14 4.24983e-14 4.07016e-14 3.76101e-14 3.82518e-14 2.41268e-14 3.75742e-14
     883.516 4.22553e-14 4.25248e-14 4.07349e-14 3.76473e-14 3.82842e-14 2.42167e-14 3.76105e-14
     883.736 4.22539e-14 4.25248e-14 4.07243e-14 3.76057e-14 3.82502e-14 2.43067e-14 3.76109e-14
     883.956 4.22526e-14 4.25247e-14 4.07137e-14 3.75641e-14 3.82162e-14 2.43966e-14 3.76113e-14
     884.176 4.22512e-14 4.25587e-14 4.06871e-14 3.74920e-14 3.82397e-14 2.44866e-14 3.76192e-14
     884.396 4.22498e-14 4.26013e-14 4.06564e-14 3.74123e-14 3.82777e-14 2.45766e-14 3.76290e-14
     884.615 4.22484e-14 4.26317e-14 4.05920e-14 3.72687e-14 3.84360e-14 2.46665e-14 3.76406e-14
     884.835 4.22470e-14 4.26513e-14 4.04972e-14 3.70672e-14 3.87033e-14 2.47565e-14 3.76537e-14
     885.055 4.22456e-14 4.26372e-14 4.03949e-14 3.68653e-14 3.89536e-14 2.48464e-14 3.76572e-14
     885.275 4.22442e-14 4.25224e-14 4.02701e-14 3.66618e-14 3.91534e-14 2.49364e-14 3.76314e-14
     885.495 4.22428e-14 4.24077e-14 4.01453e-14 3.64583e-14 3.93531e-14 2.50263e-14 3.76056e-14
     885.714 4.22414e-14 4.21872e-14 3.98042e-14 3.62382e-14 3.90703e-14 2.51163e-14 3.74429e-14
     885.934 4.22400e-14 4.19640e-14 3.94575e-14 3.60176e-14 3.87750e-14 2.52063e-14 3.72767e-14
     886.154 4.22328e-14 4.17566e-14 3.91111e-14 3.57973e-14 3.84801e-14 2.52962e-14 3.71123e-14
     886.374 4.22080e-14 4.15559e-14 3.87648e-14 3.55770e-14 3.81852e-14 2.53862e-14 3.69462e-14
     886.593 4.21832e-14 4.13879e-14 3.84941e-14 3.54159e-14 3.78900e-14 2.54761e-14 3.68079e-14
     886.813 4.21584e-14 4.12641e-14 3.83256e-14 3.53347e-14 3.75945e-14 2.55661e-14 3.67072e-14
     887.033 4.21335e-14 4.11470e-14 3.81572e-14 3.52536e-14 3.72990e-14 2.56560e-14 3.66077e-14
     887.253 4.21087e-14 4.10674e-14 3.79895e-14 3.51729e-14 3.70038e-14 2.57460e-14 3.65147e-14
     887.473 4.20839e-14 4.09877e-14 3.78217e-14 3.50923e-14 3.67085e-14 2.58360e-14 3.64217e-14
     887.692 4.20591e-14 4.09794e-14 3.78274e-14 3.52193e-14 3.67841e-14 2.59259e-14 3.64659e-14
     887.912 4.20342e-14 4.09812e-14 3.78579e-14 3.53759e-14 3.69128e-14 2.60159e-14 3.65296e-14
     888.132 4.20094e-14 4.10483e-14 3.79057e-14 3.55531e-14 3.70783e-14 2.61058e-14 3.66168e-14
     888.352 4.19846e-14 4.11589e-14 3.79650e-14 3.57441e-14 3.72684e-14 2.61958e-14 3.67195e-14
     888.571 4.19598e-14 4.13014e-14 3.80278e-14 3.59231e-14 3.74456e-14 2.62857e-14 3.68239e-14
     888.791 4.19350e-14 4.15101e-14 3.80979e-14 3.60773e-14 3.75962e-14 2.63757e-14 3.69320e-14
     889.011 4.19101e-14 4.17176e-14 3.81682e-14 3.62309e-14 3.77460e-14 2.64657e-14 3.70398e-14
     889.231 4.18853e-14 4.19025e-14 3.82419e-14 3.63725e-14 3.78830e-14 2.65556e-14 3.71401e-14
     889.451 4.18605e-14 4.20873e-14 3.83156e-14 3.65141e-14 3.80200e-14 2.66456e-14 3.72405e-14
     889.670 4.18357e-14 4.20260e-14 3.84517e-14 3.65560e-14 3.80075e-14 2.67355e-14 3.72687e-14
     889.890 4.18108e-14 4.18933e-14 3.86059e-14 3.65691e-14 3.79516e-14 2.68255e-14 3.72760e-14
     890.110 4.17860e-14 4.17560e-14 3.87851e-14 3.65423e-14 3.78360e-14 2.69155e-14 3.72701e-14
     890.330 4.17612e-14 4.16141e-14 3.89891e-14 3.64757e-14 3.76607e-14 2.70054e-14 3.72510e-14
     890.549 4.17364e-14 4.15228e-14 3.91799e-14 3.64175e-14 3.74959e-14 2.70954e-14 3.72413e-14
     890.769 4.17115e-14 4.16055e-14 3.93252e-14 3.63883e-14 3.73674e-14 2.71853e-14 3.72639e-14
     890.989 4.16867e-14 4.16883e-14 3.94704e-14 3.63592e-14 3.72389e-14 2.72753e-14 3.72865e-14
     891.209 4.16619e-14 4.16118e-14 3.95562e-14 3.63677e-14 3.71577e-14 2.73652e-14 3.72868e-14
     891.429 4.16371e-14 4.15269e-14 3.96389e-14 3.63783e-14 3.70791e-14 2.74552e-14 3.72859e-14
     891.648 4.16122e-14 4.14488e-14 3.96804e-14 3.63981e-14 3.70740e-14 2.75452e-14 3.72931e-14
     891.868 4.15874e-14 4.13741e-14 3.97020e-14 3.64223e-14 3.71045e-14 2.76351e-14 3.73042e-14
     892.088 4.15626e-14 4.13442e-14 3.96782e-14 3.64567e-14 3.72158e-14 2.77251e-14 3.73304e-14
     892.308 4.15378e-14 4.13814e-14 3.95865e-14 3.65062e-14 3.74483e-14 2.78150e-14 3.73792e-14
     892.527 4.15129e-14 4.14395e-14 3.94969e-14 3.65549e-14 3.76802e-14 2.79050e-14 3.74316e-14
     892.747 4.14881e-14 4.16442e-14 3.94213e-14 3.65981e-14 3.79065e-14 2.79644e-14 3.75038e-14
     892.967 4.14633e-14 4.18489e-14 3.93458e-14 3.66412e-14 3.81329e-14 2.79122e-14 3.75574e-14
     893.187 4.14385e-14 4.19068e-14 3.93209e-14 3.66646e-14 3.83399e-14 2.78599e-14 3.75884e-14
     893.407 4.14136e-14 4.19387e-14 3.93049e-14 3.66844e-14 3.85435e-14 2.78077e-14 3.76155e-14
     893.626 4.13888e-14 4.18648e-14 3.92936e-14 3.67048e-14 3.87183e-14 2.77555e-14 3.76210e-14
     893.846 4.13640e-14 4.17127e-14 3.92856e-14 3.67256e-14 3.88719e-14 2.77033e-14 3.76105e-14
     894.066 4.13392e-14 4.15518e-14 3.93082e-14 3.67505e-14 3.88376e-14 2.76511e-14 3.75730e-14
     894.286 4.13144e-14 4.13702e-14 3.94017e-14 3.67849e-14 3.83647e-14 2.75988e-14 3.74725e-14
     894.505 4.12895e-14 4.11973e-14 3.94952e-14 3.68194e-14 3.78919e-14 2.75466e-14 3.73733e-14
     894.725 4.12647e-14 4.13598e-14 3.95887e-14 3.68537e-14 3.74196e-14 2.74944e-14 3.73301e-14
     894.945 4.12399e-14 4.15223e-14 3.96821e-14 3.68881e-14 3.69472e-14 2.74422e-14 3.72870e-14
     895.165 4.12151e-14 4.16836e-14 3.95959e-14 3.69812e-14 3.70364e-14 2.73900e-14 3.73170e-14
     895.385 4.11902e-14 4.18446e-14 3.94497e-14 3.70938e-14 3.73127e-14 2.73377e-14 3.73715e-14
     895.604 4.11654e-14 4.19449e-14 3.92953e-14 3.72091e-14 3.76149e-14 2.72855e-14 3.74192e-14
     895.824 4.11406e-14 4.19780e-14 3.91318e-14 3.73273e-14 3.79456e-14 2.72333e-14 3.74594e-14
     896.044 4.11158e-14 4.19853e-14 3.89985e-14 3.74066e-14 3.81956e-14 2.71811e-14 3.74805e-14
     896.264 4.10909e-14 4.18888e-14 3.89866e-14 3.73299e-14 3.81227e-14 2.71289e-14 3.74246e-14
     896.484 4.10661e-14 4.17923e-14 3.89746e-14 3.72531e-14 3.80498e-14 2.70767e-14 3.73688e-14
     896.703 4.10413e-14 4.18289e-14 3.90007e-14 3.71275e-14 3.78753e-14 2.70244e-14 3.73164e-14
     896.923 4.10165e-14 4.18762e-14 3.90300e-14 3.69979e-14 3.76926e-14 2.69722e-14 3.72642e-14
     897.143 4.09916e-14 4.19606e-14 3.91224e-14 3.69415e-14 3.76589e-14 2.69200e-14 3.72658e-14
     897.363 4.09668e-14 4.20648e-14 3.92489e-14 3.69246e-14 3.77054e-14 2.68678e-14 3.72964e-14
     897.582 4.09420e-14 4.21691e-14 3.93959e-14 3.69316e-14 3.78005e-14 2.68155e-14 3.73424e-14
     897.802 4.09172e-14 4.22734e-14 3.95771e-14 3.69784e-14 3.79762e-14 2.67633e-14 3.74143e-14
     898.022 4.08923e-14 4.23731e-14 3.97509e-14 3.70180e-14 3.81501e-14 2.67111e-14 3.74826e-14
     898.242 4.08675e-14 4.24306e-14 3.98568e-14 3.69930e-14 3.83070e-14 2.66589e-14 3.75190e-14
     898.462 4.08427e-14 4.24881e-14 3.99628e-14 3.69680e-14 3.84639e-14 2.66067e-14 3.75554e-14
     898.681 4.08179e-14 4.26100e-14 4.00039e-14 3.68812e-14 3.86046e-14 2.65545e-14 3.75787e-14
     898.901 4.07930e-14 4.27455e-14 4.00314e-14 3.67813e-14 3.87419e-14 2.65022e-14 3.75992e-14
     899.121 4.07682e-14 4.27717e-14 4.00556e-14 3.67076e-14 3.88372e-14 2.64500e-14 3.75984e-14
     899.341 4.07434e-14 4.27088e-14 4.00773e-14 3.66554e-14 3.88983e-14 2.63978e-14 3.75802e-14
     899.560 4.07186e-14 4.25958e-14 4.00959e-14 3.66289e-14 3.89183e-14 2.63456e-14 3.75505e-14
     899.780 4.06938e-14 4.23510e-14 4.01063e-14 3.66704e-14 3.88301e-14 2.62934e-14 3.74908e-14
     900.000 4.06689e-14 4.21062e-14 4.01168e-14 3.67119e-14 3.87418e-14 2.62411e-14 3.74311e-14
     900.220 4.06441e-14 4.20288e-14 4.00851e-14 3.66945e-14 3.86170e-14 2.61889e-14 3.73764e-14
     900.440 4.06244e-14 4.19514e-14 4.00533e-14 3.66771e-14 3.84921e-14 2.61367e-14 3.73225e-14
